,index,Original,Porter,Lancaster,Snowball
13218,22233,born,born,born,born
13219,22234,stubborn,stubborn,stubborn,stubborn
13220,22235,reborn,reborn,reborn,reborn
13221,22236,freshborn,freshborn,freshborn,freshborn
13222,22237,welborn,welborn,welborn,welborn
13223,22238,gilborn,gilborn,gilborn,gilborn
13224,22239,inborn,inborn,inborn,inborn
13225,22240,unborn,unborn,unborn,unborn
13226,22241,dearborn,dearborn,dearborn,dearborn
13227,22242,newborn,newborn,newborn,newborn
13228,22243,corn,corn,corn,corn
13229,22244,capricorn,capricorn,capricorn,capricorn
13230,22245,alcorn,alcorn,alcorn,alcorn
13231,22246,scorn,scorn,scorn,scorn
13232,22247,adorn,adorn,adorn,adorn
13233,22248,horn,horn,horn,horn
13234,22249,longhorn,longhorn,longhorn,longhorn
13235,22250,thorn,thorn,thorn,thorn
13236,22251,lovelorn,lovelorn,lovelorn,lovelorn
13237,22252,forlorn,forlorn,forlorn,forlorn
13238,22253,torn,torn,torn,torn
13239,22254,wartorn,wartorn,wartorn,wartorn
13240,22255,worn,worn,worn,worn
13241,22256,timeworn,timeworn,timeworn,timeworn
13242,22257,careworn,careworn,careworn,careworn
13243,22258,unworn,unworn,unworn,unworn
13244,22259,shopworn,shopworn,shopworn,shopworn
13245,22260,sworn,sworn,sworn,sworn
13246,22261,outworn,outworn,outworn,outworn
13247,22262,urn,urn,urn,urn
13248,22263,burn,burn,burn,burn
13249,22264,cliburn,cliburn,cliburn,cliburn
13250,22265,elburn,elburn,elburn,elburn
13251,22266,sunburn,sunburn,sunburn,sunburn
13252,22267,woburn,woburn,woburn,woburn
13253,22268,auburn,auburn,auburn,auburn
13254,22269,rayburn,rayburn,rayburn,rayburn
13255,22270,tyburn,tyburn,tyburn,tyburn
13256,22271,bourn,bourn,bourn,bourn
13257,22272,sojourn,sojourn,sojourn,sojourn
13258,22273,mourn,mourn,mourn,mourn
13259,22274,turn,turn,turn,turn
13260,22275,saturn,saturn,saturn,saturn
13261,22276,return,return,return,return
13262,22277,downturn,downturn,downturn,downturn
13263,22278,upturn,upturn,upturn,upturn
13264,22279,bsn,bsn,bsn,bsn
13265,22280,esn,esn,esn,esn
13266,22281,communisn,communisn,communisn,communisn
13267,22282,assn,assn,assn,assn
13268,22283,usn,usn,usn,usn
13269,22284,outn,outn,outn,outn
13270,22285,un,un,un,un
13271,22286,braun,braun,braun,braun
13272,22287,bun,bun,bun,bun
13273,22288,oyabun,oyabun,oyabun,oyabun
13274,22289,husbun,husbun,husbun,husbun
13275,22290,cun,cun,cun,cun
13276,22291,dun,dun,dun,dun
13277,22292,fun,fun,fun,fun
13278,22293,gun,gun,gun,gun
13279,22294,handgun,handgun,handgun,handgun
13280,22295,begun,begun,begun,begun
13281,22296,machinegun,machinegun,machinegun,machinegun
13282,22297,scattergun,scattergun,scattergun,scattergun
13283,22298,shotgun,shotgun,shotgun,shotgun
13284,22299,hun,hun,hun,hun
13285,22300,shun,shun,shun,shun
13286,22301,injun,injun,injun,injun
13287,22302,huhmun,huhmun,huhmun,huhmun
13288,22303,nun,nun,nun,nun
13289,22304,boun,boun,boun,boun
13290,22305,magoun,magoun,magoun,magoun
13291,22306,calhoun,calhoun,calhoun,calhoun
13292,22307,noun,noun,noun,noun
13293,22308,pronoun,pronoun,pronoun,pronoun
13294,22309,broun,broun,broun,broun
13295,22310,pun,pun,pun,pun
13296,22311,spun,spun,spun,spun
13297,22312,chromspun,chromspun,chromspun,chromspun
13298,22313,run,run,run,run
13299,22314,homerun,homerun,homerun,homerun
13300,22315,longrun,longrun,longrun,longrun
13301,22316,overrun,overrun,overrun,overrun
13302,22317,outrun,outrun,outrun,outrun
13303,22318,sun,sun,sun,sun
13304,22319,sotun,sotun,sotun,sotun
13305,22320,dawn,dawn,dawn,dawn
13306,22321,fawn,fawn,fawn,fawn
13307,22322,tjawn,tjawn,tjawn,tjawn
13308,22323,lawn,lawn,lawn,lawn
13309,22324,pawn,pawn,pawn,pawn
13310,22325,drawn,drawn,drawn,drawn
13311,22326,withdrawn,withdrawn,withdrawn,withdrawn
13312,22327,yawn,yawn,yawn,yawn
13313,22328,hewn,hewn,hewn,hewn
13314,22329,strewn,strewn,strewn,strewn
13315,22330,rockstrewn,rockstrewn,rockstrewn,rockstrewn
13316,22331,sewn,sewn,sewn,sewn
13317,22332,own,own,own,own
13318,22333,down,down,down,down
13319,22334,rubdown,rubdown,rubdown,rubdown
13320,22335,touchdown,touchdown,touchdown,touchdown
13321,22336,breakdown,breakdown,breakdown,breakdown
13322,22337,trackdown,trackdown,trackdown,trackdown
13323,22338,knockdown,knockdown,knockdown,knockdown
13324,22339,rundown,rundown,rundown,rundown
13325,22340,sundown,sundown,sundown,sundown
13326,22341,beardown,beardown,beardown,beardown
13327,22342,blastdown,blastdown,blastdown,blastdown
13328,22343,shutdown,shutdown,shutdown,shutdown
13329,22344,showdown,showdown,showdown,showdown
13330,22345,lowdown,lowdown,lowdown,lowdown
13331,22346,gown,gown,gown,gown
13332,22347,shown,shown,shown,shown
13333,22348,lown,lown,lown,lown
13334,22349,blown,blown,blown,blown
13335,22350,overblown,overblown,overblown,overblown
13336,22351,clown,clown,clown,clown
13337,22352,flown,flown,flown,flown
13338,22353,renown,renown,renown,renown
13339,22354,known,known,known,known
13340,22355,foreknown,foreknown,foreknown,foreknown
13341,22356,wellknown,wellknown,wellknown,wellknown
13342,22357,unknown,unknown,unknown,unknown
13343,22358,brown,brown,brown,brown
13344,22359,crown,crown,crown,crown
13345,22360,drown,drown,drown,drown
13346,22361,frown,frown,frown,frown
13347,22362,grown,grown,grown,grown
13348,22363,ingrown,ingrown,ingrown,ingrown
13349,22364,overgrown,overgrown,overgrown,overgrown
13350,22365,thrown,thrown,thrown,thrown
13351,22366,overthrown,overthrown,overthrown,overthrown
13352,22367,sown,sown,sown,sown
13353,22368,disown,disown,disown,disown
13354,22369,town,town,town,town
13355,22370,provincetown,provincetown,provincetown,provincetown
13356,22371,georgetown,georgetown,georgetown,georgetown
13357,22372,middletown,middletown,middletown,middletown
13358,22373,capetown,capetown,capetown,capetown
13359,22374,dogtown,dogtown,dogtown,dogtown
13360,22375,smithtown,smithtown,smithtown,smithtown
13361,22376,yorktown,yorktown,yorktown,yorktown
13362,22377,boomtown,boomtown,boomtown,boomtown
13363,22378,germantown,germantown,germantown,germantown
13364,22379,downtown,downtown,downtown,downtown
13365,22380,uptown,uptown,uptown,uptown
13366,22381,niggertown,niggertown,niggertown,niggertown
13367,22382,jamestown,jamestown,jamestown,jamestown
13368,22383,stonestown,stonestown,stonestown,stonestown
13369,22384,kingstown,kingstown,kingstown,kingstown
13370,22385,norristown,norristown,norristown,norristown
13371,22386,grahamstown,grahamstown,grahamstown,grahamstown
13372,22387,brasstown,brasstown,brasstown,brasstown
13373,22388,hackettstown,hackettstown,hackettstown,hackettstown
13374,22389,levittown,levittown,levittown,levittown
13375,22390,newtown,newtown,newtown,newtown
13376,22391,tareytown,tareytown,tareytown,tareytown
13377,22392,lewelleyn,lewelleyn,lewelleyn,lewelleyn
13378,22393,whyn,whyn,whyn,whyn
13379,22394,evelyn,evelyn,evelyn,evelyn
13380,22395,marilyn,marilyn,marilyn,marilyn
13381,22396,brooklyn,brooklyn,brooklyn,brooklyn
13382,22397,lewellyn,lewellyn,lewellyn,lewellyn
13383,22398,llewellyn,llewellyn,llewellyn,llewellyn
13384,22399,carolyn,carolyn,carolyn,carolyn
13385,22400,lorlyn,lorlyn,lorlyn,lorlyn
13386,22401,myn,myn,myn,myn
13387,22402,bryn,bryn,bryn,bryn
13388,22403,wyn,wyn,wyn,wyn
13389,22404,butterwyn,butterwyn,butterwyn,butterwyn
13390,22405,budzyn,budzyn,budzyn,budzyn
13391,22406,o,o,o,o
13392,22407,carabao,carabao,carabao,carabao
13393,22408,cacao,cacao,cacao,cacao
13394,22409,cocao,cocao,cocao,cocao
13395,22410,ciao,ciao,ciao,ciao
13396,22411,tiao,tiao,tiao,tiao
13397,22412,lao,lao,lao,lao
13398,22413,mao,mao,mao,mao
13399,22414,mindanao,mindanao,mindanao,mindanao
13400,22415,tao,tao,tao,tao
13401,22416,davao,davao,davao,davao
13402,22417,wao,wao,wao,wao
13403,22418,swao,swao,swao,swao
13404,22419,bo,bo,bo,bo
13405,22420,abo,abo,abo,abo
13406,22421,addabbo,addabbo,addabbo,addabbo
13407,22422,igbo,igbo,igbo,igbo
13408,22423,hbo,hbo,hbo,hbo
13409,22424,mambo,mambo,mambo,mambo
13410,22425,limbo,limbo,limbo,limbo
13411,22426,combo,combo,combo,combo
13412,22427,kombo,kombo,kombo,kombo
13413,22428,jumbo,jumbo,jumbo,jumbo
13414,22429,mumbo,mumbo,mumbo,mumbo
13415,22430,hobo,hobo,hobo,hobo
13416,22431,yujobo,yujobo,yujobo,yujobo
13417,22432,lobo,lobo,lobo,lobo
13418,22433,co,co,co,co
13419,22434,intonaco,intonaco,intonaco,intonaco
13420,22435,draco,draco,draco,draco
13421,22436,waco,waco,waco,waco
13422,22437,tobacco,tobacco,tobacco,tobacco
13423,22438,secco,secco,secco,secco
13424,22439,decicco,decicco,decicco,decicco
13425,22440,ricco,ricco,ricco,ricco
13426,22441,rocco,rocco,rocco,rocco
13427,22442,morocco,morocco,morocco,morocco
13428,22443,stucco,stucco,stucco,stucco
13429,22444,medico,medico,medico,medico
13430,22445,chico,chico,chico,chico
13431,22446,calico,calico,calico,calico
13432,22447,angelico,angelico,angelico,angelico
13433,22448,comico,comico,comico,comico
13434,22449,comenico,comenico,comenico,comenico
13435,22450,clinico,clinico,clinico,clinico
13436,22451,klinico,klinico,klinico,klinico
13437,22452,rico,rico,rico,rico
13438,22453,fredrico,fredrico,fredrico,fredrico
13439,22454,federico,federico,federico,federico
13440,22455,enrico,enrico,enrico,enrico
13441,22456,politico,politico,politico,politico
13442,22457,romantico,romantico,romantico,romantico
13443,22458,cortico,cortico,cortico,cortico
13444,22459,portico,portico,portico,portico
13445,22460,mexico,mexico,mexico,mexico
13446,22461,philco,philco,philco,philco
13447,22462,acapulco,acapulco,acapulco,acapulco
13448,22463,glimco,glimco,glimco,glimco
13449,22464,bianco,bianco,bianco,bianco
13450,22465,franco,franco,franco,franco
13451,22466,spinco,spinco,spinco,spinco
13452,22467,unco,unco,unco,unco
13453,22468,coco,coco,coco,coco
13454,22469,rococo,rococo,rococo,rococo
13455,22470,orinoco,orinoco,orinoco,orinoco
13456,22471,soconoco,soconoco,soconoco,soconoco
13457,22472,arco,arco,arco,arco
13458,22473,barco,barco,barco,barco
13459,22474,divarco,divarco,divarco,divarco
13460,22475,fiasco,fiasco,fiasco,fiasco
13461,22476,belasco,belasco,belasco,belasco
13462,22477,francesco,francesco,francesco,francesco
13463,22478,landesco,landesco,landesco,landesco
13464,22479,fresco,fresco,fresco,fresco
13465,22480,alfresco,alfresco,alfresco,alfresco
13466,22481,nabisco,nabisco,nabisco,nabisco
13467,22482,francisco,francisco,francisco,francisco
13468,22483,frisco,frisco,frisco,frisco
13469,22484,bosco,bosco,bosco,bosco
13470,22485,ado,ado,ado,ado
13471,22486,avocado,avocado,avocado,avocado
13472,22487,machado,machado,machado,machado
13473,22488,amado,amado,amado,amado
13474,22489,ganado,ganado,ganado,ganado
13475,22490,aficionado,aficionado,aficionado,aficionado
13476,22491,coronado,coronado,coronado,coronado
13477,22492,tornado,tornado,tornado,tornado
13478,22493,dorado,dorado,dorado,dorado
13479,22494,colorado,colorado,colorado,colorado
13480,22495,prado,prado,prado,prado
13481,22496,bravado,bravado,bravado,bravado
13482,22497,yaddo,yaddo,yaddo,yaddo
13483,22498,siddo,siddo,siddo,siddo
13484,22499,saledo,saledo,saledo,saledo
13485,22500,torpedo,torpedo,torpedo,torpedo
13486,22501,redo,redo,redo,redo
13487,22502,laredo,laredo,laredo,laredo
13488,22503,credo,credo,credo,credo
13489,22504,alfredo,alfredo,alfredo,alfredo
13490,22505,libido,libido,libido,libido
13491,22506,perdido,perdido,perdido,perdido
13492,22507,cleido,cleido,cleido,cleido
13493,22508,hydrido,hydrido,hydrido,hydrido
13494,22509,aldo,aldo,aldo,aldo
13495,22510,ziraldo,ziraldo,ziraldo,ziraldo
13496,22511,gesualdo,gesualdo,gesualdo,gesualdo
13497,22512,waldo,waldo,waldo,waldo
13498,22513,orlando,orlando,orlando,orlando
13499,22514,mando,mando,mando,mando
13500,22515,commando,commando,commando,commando
13501,22516,arbeitskommando,arbeitskommando,arbeitskommando,arbeitskommando
13502,22517,ferdinando,ferdinando,ferdinando,ferdinando
13503,22518,sforzando,sforzando,sforzando,sforzando
13504,22519,crescendo,crescendo,crescendo,crescendo
13505,22520,furiendo,furiendo,furiendo,furiendo
13506,22521,innuendo,innuendo,innuendo,innuendo
13507,22522,zendo,zendo,zendo,zendo
13508,22523,indo,indo,indo,indo
13509,22524,redondo,redondo,redondo,redondo
13510,22525,hondo,hondo,hondo,hondo
13511,22526,rondo,rondo,rondo,rondo
13512,22527,undo,undo,undo,undo
13513,22528,quasimodo,quasimodo,quasimodo,quasimodo
13514,22529,accardo,accardo,accardo,accardo
13515,22530,edgardo,edgardo,edgardo,edgardo
13516,22531,bernardo,bernardo,bernardo,bernardo
13517,22532,ordo,ordo,ordo,ordo
13518,22533,alamogordo,alamogordo,alamogordo,alamogordo
13519,22534,outdo,outdo,outdo,outdo
13520,22535,pseudo,pseudo,pseudo,pseudo
13521,22536,fudo,fudo,fudo,fudo
13522,22537,eo,eo,eo,eo
13523,22538,video,video,video,video
13524,22539,montevideo,montevideo,montevideo,montevideo
13525,22540,rodeo,rodeo,rodeo,rodeo
13526,22541,judeo,judeo,judeo,judeo
13527,22542,geo,geo,geo,geo
13528,22543,keo,keo,keo,keo
13529,22544,leo,leo,leo,leo
13530,22545,paleo,paleo,paleo,paleo
13531,22546,cameo,cameo,cameo,cameo
13532,22547,romeo,romeo,romeo,romeo
13533,22548,neo,neo,neo,neo
13534,22549,borneo,borneo,borneo,borneo
13535,22550,stereo,stereo,stereo,stereo
13536,22551,mateo,mateo,mateo,mateo
13537,22552,ksuupeliafo,ksuupeliafo,ksuupeliafo,ksuupeliafo
13538,22553,go,go,go,go
13539,22554,ago,ago,ago,ago
13540,22555,chicago,chicago,chicago,chicago
13541,22556,carthago,carthago,carthago,carthago
13542,22557,archipelago,archipelago,archipelago,archipelago
13543,22558,sago,sago,sago,sago
13544,22559,portago,portago,portago,portago
13545,22560,ego,ego,ego,ego
13546,22561,diego,diego,diego,diego
13547,22562,superego,superego,superego,superego
13548,22563,forego,forego,forego,forego
13549,22564,indigo,indigo,indigo,indigo
13550,22565,amigo,amigo,amigo,amigo
13551,22566,vertigo,vertigo,vertigo,vertigo
13552,22567,ginkgo,ginkgo,ginkgo,ginkgo
13553,22568,ngo,ngo,ngo,ngo
13554,22569,django,django,django,django
13555,22570,tango,tango,tango,tango
13556,22571,kwango,kwango,kwango,kwango
13557,22572,ingo,ingo,ingo,ingo
13558,22573,dingo,dingo,dingo,dingo
13559,22574,lingo,lingo,lingo,lingo
13560,22575,bongo,bongo,bongo,bongo
13561,22576,congo,congo,congo,congo
13562,22577,gogo,gogo,gogo,gogo
13563,22578,embargo,embargo,embargo,embargo
13564,22579,cargo,cargo,cargo,cargo
13565,22580,fargo,fargo,fargo,fargo
13566,22581,margo,margo,margo,margo
13567,22582,targo,targo,targo,targo
13568,22583,undergo,undergo,undergo,undergo
13569,22584,forgo,forgo,forgo,forgo
13570,22585,hugo,hugo,hugo,hugo
13571,22586,ho,ho,ho,ho
13572,22587,idaho,idaho,idaho,idaho
13573,22588,echo,echo,echo,echo
13574,22589,pancho,pancho,pancho,pancho
13575,22590,rancho,rancho,rancho,rancho
13576,22591,sancho,sancho,sancho,sancho
13577,22592,poncho,poncho,poncho,poncho
13578,22593,psycho,psycho,psycho,psycho
13579,22594,carvalho,carvalho,carvalho,carvalho
13580,22595,tropho,tropho,tropho,tropho
13581,22596,sho,sho,sho,sho
13582,22597,tho,tho,tho,tho
13583,22598,altho,altho,altho,altho
13584,22599,tallyho,tallyho,tallyho,tallyho
13585,22600,io,io,io,io
13586,22601,bio,bio,bio,bio
13587,22602,cio,cio,cio,cio
13588,22603,officio,officio,officio,officio
13589,22604,aparicio,aparicio,aparicio,aparicio
13590,22605,braggadocio,braggadocio,braggadocio,braggadocio
13591,22606,socio,socio,socio,socio
13592,22607,fascio,fascio,fascio,fascio
13593,22608,palladio,palladio,palladio,palladio
13594,22609,radio,radio,radio,radio
13595,22610,audio,audio,audio,audio
13596,22611,claudio,claudio,claudio,claudio
13597,22612,studio,studio,studio,studio
13598,22613,adagio,adagio,adagio,adagio
13599,22614,dimaggio,dimaggio,dimaggio,dimaggio
13600,22615,caravaggio,caravaggio,caravaggio,caravaggio
13601,22616,viareggio,viareggio,viareggio,viareggio
13602,22617,correggio,correggio,correggio,correggio
13603,22618,eligio,eligio,eligio,eligio
13604,22619,giorgio,giorgio,giorgio,giorgio
13605,22620,digiorgio,digiorgio,digiorgio,digiorgio
13606,22621,pistachio,pistachio,pistachio,pistachio
13607,22622,vecchio,vecchio,vecchio,vecchio
13608,22623,ohio,ohio,ohio,ohio
13609,22624,thio,thio,thio,thio
13610,22625,bonfiglio,bonfiglio,bonfiglio,bonfiglio
13611,22626,broglio,broglio,broglio,broglio
13612,22627,imbroglio,imbroglio,imbroglio,imbroglio
13613,22628,emilio,emilio,emilio,emilio
13614,22629,attilio,attilio,attilio,attilio
13615,22630,tullio,tullio,tullio,tullio
13616,22631,portfolio,portfolio,portfolio,portfolio
13617,22632,polio,polio,polio,polio
13618,22633,julio,julio,julio,julio
13619,22634,mio,mio,mio,mio
13620,22635,afranio,afranio,afranio,afranio
13621,22636,beronio,beronio,beronio,beronio
13622,22637,tonio,tonio,tonio,tonio
13623,22638,antonio,antonio,antonio,antonio
13624,22639,sanantonio,sanantonio,sanantonio,sanantonio
13625,22640,sapio,sapio,sapio,sapio
13626,22641,rio,rio,rio,rio
13627,22642,lothario,lothario,lothario,lothario
13628,22643,diario,diario,diario,diario
13629,22644,mario,mario,mario,mario
13630,22645,scenario,scenario,scenario,scenario
13631,22646,seminario,seminario,seminario,seminario
13632,22647,impresario,impresario,impresario,impresario
13633,22648,ontario,ontario,ontario,ontario
13634,22649,gregorio,gregorio,gregorio,gregorio
13635,22650,oratorio,oratorio,oratorio,oratorio
13636,22651,vittorio,vittorio,vittorio,vittorio
13637,22652,torrio,torrio,torrio,torrio
13638,22653,trio,trio,trio,trio
13639,22654,curio,curio,curio,curio
13640,22655,alessio,alessio,alessio,alessio
13641,22656,patio,patio,patio,patio
13642,22657,ratio,ratio,ratio,ratio
13643,22658,oratio,oratio,oratio,oratio
13644,22659,silvio,silvio,silvio,silvio
13645,22660,fazio,fazio,fazio,fazio
13646,22661,ignazio,ignazio,ignazio,ignazio
13647,22662,pancrazio,pancrazio,pancrazio,pancrazio
13648,22663,marenzio,marenzio,marenzio,marenzio
13649,22664,diluzio,diluzio,diluzio,diluzio
13650,22665,jo,jo,jo,jo
13651,22666,vermejo,vermejo,vermejo,vermejo
13652,22667,banjo,banjo,banjo,banjo
13653,22668,sako,sako,sako,sako
13654,22669,rothko,rothko,rothko,rothko
13655,22670,nikko,nikko,nikko,nikko
13656,22671,shevchenko,shevchenko,shevchenko,shevchenko
13657,22672,osipenko,osipenko,osipenko,osipenko
13658,22673,pachinko,pachinko,pachinko,pachinko
13659,22674,lo,lo,lo,lo
13660,22675,buffalo,buffalo,buffalo,buffalo
13661,22676,halo,halo,halo,halo
13662,22677,tchalo,tchalo,tchalo,tchalo
13663,22678,palo,palo,palo,palo
13664,22679,italo,italo,italo,italo
13665,22680,pablo,pablo,pablo,pablo
13666,22681,angelo,angelo,angelo,angelo
13667,22682,michelangelo,michelangelo,michelangelo,michelangelo
13668,22683,flo,flo,flo,flo
13669,22684,anglo,anglo,anglo,anglo
13670,22685,odilo,odilo,odilo,odilo
13671,22686,hilo,hilo,hilo,hilo
13672,22687,camilo,camilo,camilo,camilo
13673,22688,silo,silo,silo,silo
13674,22689,sangallo,sangallo,sangallo,sangallo
13675,22690,ello,ello,ello,ello
13676,22691,campobello,campobello,campobello,campobello
13677,22692,monticello,monticello,monticello,monticello
13678,22693,marcello,marcello,marcello,marcello
13679,22694,pirandello,pirandello,pirandello,pirandello
13680,22695,hello,hello,hello,hello
13681,22696,othello,othello,othello,othello
13682,22697,terminiello,terminiello,terminiello,terminiello
13683,22698,capello,capello,capello,capello
13684,22699,fiorello,fiorello,fiorello,fiorello
13685,22700,armadillo,armadillo,armadillo,armadillo
13686,22701,trujillo,trujillo,trujillo,trujillo
13687,22702,parrillo,parrillo,parrillo,parrillo
13688,22703,castillo,castillo,castillo,castillo
13689,22704,apollo,apollo,apollo,apollo
13690,22705,menlo,menlo,menlo,menlo
13691,22706,bolo,bolo,bolo,bolo
13692,22707,colo,colo,colo,colo
13693,22708,niccolo,niccolo,niccolo,niccolo
13694,22709,gianicolo,gianicolo,gianicolo,gianicolo
13695,22710,vicolo,vicolo,vicolo,vicolo
13696,22711,nolo,nolo,nolo,nolo
13697,22712,polo,polo,polo,polo
13698,22713,tiepolo,tiepolo,tiepolo,tiepolo
13699,22714,solo,solo,solo,solo
13700,22715,carlo,carlo,carlo,carlo
13701,22716,slo,slo,slo,slo
13702,22717,oslo,oslo,oslo,oslo
13703,22718,romulo,romulo,romulo,romulo
13704,22719,mo,mo,mo,mo
13705,22720,adamo,adamo,adamo,adamo
13706,22721,nagamo,nagamo,nagamo,nagamo
13707,22722,alamo,alamo,alamo,alamo
13708,22723,dynamo,dynamo,dynamo,dynamo
13709,22724,memo,memo,memo,memo
13710,22725,aimo,aimo,aimo,aimo
13711,22726,nishimo,nishimo,nishimo,nishimo
13712,22727,eskimo,eskimo,eskimo,eskimo
13713,22728,massimo,massimo,massimo,massimo
13714,22729,optimo,optimo,optimo,optimo
13715,22730,guglielmo,guglielmo,guglielmo,guglielmo
13716,22731,anselmo,anselmo,anselmo,anselmo
13717,22732,ammo,ammo,ammo,ammo
13718,22733,giacomo,giacomo,giacomo,giacomo
13719,22734,homo,homo,homo,homo
13720,22735,galantuomo,galantuomo,galantuomo,galantuomo
13721,22736,palermo,palermo,palermo,palermo
13722,22737,realismo,realismo,realismo,realismo
13723,22738,cosmo,cosmo,cosmo,cosmo
13724,22739,no,no,no,no
13725,22740,urbano,urbano,urbano,urbano
13726,22741,marsicano,marsicano,marsicano,marsicano
13727,22742,volcano,volcano,volcano,volcano
13728,22743,piano,piano,piano,piano
13729,22744,mariano,mariano,mariano,mariano
13730,22745,delano,delano,delano,delano
13731,22746,mano,mano,mano,mano
13732,22747,romano,romano,romano,romano
13733,22748,germano,germano,germano,germano
13734,22749,pompano,pompano,pompano,pompano
13735,22750,soprano,soprano,soprano,soprano
13736,22751,capistrano,capistrano,capistrano,capistrano
13737,22752,tristano,tristano,tristano,tristano
13738,22753,shawano,shawano,shawano,shawano
13739,22754,keno,keno,keno,keno
13740,22755,reno,reno,reno,reno
13741,22756,bueno,bueno,bueno,bueno
13742,22757,rostagno,rostagno,rostagno,rostagno
13743,22758,mudugno,mudugno,mudugno,mudugno
13744,22759,guardino,guardino,guardino,guardino
13745,22760,gino,gino,gino,gino
13746,22761,hino,hino,hino,hino
13747,22762,artkino,artkino,artkino,artkino
13748,22763,amino,amino,amino,amino
13749,22764,iodoamino,iodoamino,iodoamino,iodoamino
13750,22765,spegititgninino,spegititgninino,spegititgninino,spegititgninino
13751,22766,cennino,cennino,cennino,cennino
13752,22767,filipino,filipino,filipino,filipino
13753,22768,torino,torino,torino,torino
13754,22769,sino,sino,sino,sino
13755,22770,casino,casino,casino,casino
13756,22771,constantino,constantino,constantino,constantino
13757,22772,sorrentino,sorrentino,sorrentino,sorrentino
13758,22773,aventino,aventino,aventino,aventino
13759,22774,chelmno,chelmno,chelmno,chelmno
13760,22775,musmanno,musmanno,musmanno,musmanno
13761,22776,mono,mono,mono,mono
13762,22777,kimono,kimono,kimono,kimono
13763,22778,sukarno,sukarno,sukarno,sukarno
13764,22779,inferno,inferno,inferno,inferno
13765,22780,sterno,sterno,sterno,sterno
13766,22781,fresno,fresno,fresno,fresno
13767,22782,uno,uno,uno,uno
13768,22783,bruno,bruno,bruno,bruno
13769,22784,abatuno,abatuno,abatuno,abatuno
13770,22785,boo,boo,boo,boo
13771,22786,taboo,taboo,taboo,taboo
13772,22787,bamboo,bamboo,bamboo,bamboo
13773,22788,booboo,booboo,booboo,booboo
13774,22789,doo,doo,doo,doo
13775,22790,hindoo,hindoo,hindoo,hindoo
13776,22791,voodoo,voodoo,voodoo,voodoo
13777,22792,hoo,hoo,hoo,hoo
13778,22793,sssshoo,sssshoo,sssshoo,sssshoo
13779,22794,ballyhoo,ballyhoo,ballyhoo,ballyhoo
13780,22795,cuckoo,cuckoo,cuckoo,cuckoo
13781,22796,yalagaloo,yalagaloo,yalagaloo,yalagaloo
13782,22797,waterloo,waterloo,waterloo,waterloo
13783,22798,oooo,oooo,oooo,oooo
13784,22799,shampoo,shampoo,shampoo,shampoo
13785,22800,cockatoo,cockatoo,cockatoo,cockatoo
13786,22801,woo,woo,woo,woo
13787,22802,zoo,zoo,zoo,zoo
13788,22803,kazoo,kazoo,kazoo,kazoo
13789,22804,kalamazoo,kalamazoo,kalamazoo,kalamazoo
13790,22805,po,po,po,po
13791,22806,capo,capo,capo,capo
13792,22807,gestapo,gestapo,gestapo,gestapo
13793,22808,karipo,karipo,karipo,karipo
13794,22809,campo,campo,campo,campo
13795,22810,tempo,tempo,tempo,tempo
13796,22811,bontempo,bontempo,bontempo,bontempo
13797,22812,jacopo,jacopo,jacopo,jacopo
13798,22813,filippo,filippo,filippo,filippo
13799,22814,hypo,hypo,hypo,hypo
13800,22815,faro,faro,faro,faro
13801,22816,figaro,figaro,figaro,figaro
13802,22817,gennaro,gennaro,gennaro,gennaro
13803,22818,piraro,piraro,piraro,piraro
13804,22819,ferraro,ferraro,ferraro,ferraro
13805,22820,armbro,armbro,armbro,armbro
13806,22821,macro,macro,macro,macro
13807,22822,micro,micro,micro,micro
13808,22823,pedro,pedro,pedro,pedro
13809,22824,hydro,hydro,hydro,hydro
13810,22825,cicero,cicero,cicero,cicero
13811,22826,embarcadero,embarcadero,embarcadero,embarcadero
13812,22827,hero,hero,hero,hero
13813,22828,ruggiero,ruggiero,ruggiero,ruggiero
13814,22829,piero,piero,piero,piero
13815,22830,nero,nero,nero,nero
13816,22831,montero,montero,montero,montero
13817,22832,vaquero,vaquero,vaquero,vaquero
13818,22833,vero,vero,vero,vero
13819,22834,zero,zero,zero,zero
13820,22835,fro,fro,fro,fro
13821,22836,afro,afro,afro,afro
13822,22837,renfro,renfro,renfro,renfro
13823,22838,allegro,allegro,allegro,allegro
13824,22839,negro,negro,negro,negro
13825,22840,cairo,cairo,cairo,cairo
13826,22841,nairo,nairo,nairo,nairo
13827,22842,miro,miro,miro,miro
13828,22843,schapiro,schapiro,schapiro,schapiro
13829,22844,hillsboro,hillsboro,hillsboro,hillsboro
13830,22845,pittsboro,pittsboro,pittsboro,pittsboro
13831,22846,murphysboro,murphysboro,murphysboro,murphysboro
13832,22847,fluoro,fluoro,fluoro,fluoro
13833,22848,pro,pro,pro,pro
13834,22849,harro,harro,harro,harro
13835,22850,pizarro,pizarro,pizarro,pizarro
13836,22851,ferro,ferro,ferro,ferro
13837,22852,burro,burro,burro,burro
13838,22853,amonasro,amonasro,amonasro,amonasro
13839,22854,teatro,teatro,teatro,teatro
13840,22855,electro,electro,electro,electro
13841,22856,pietro,pietro,pietro,pietro
13842,22857,metro,metro,metro,metro
13843,22858,vitro,vitro,vitro,vitro
13844,22859,castro,castro,castro,castro
