Lancaster,Original,Porter,Snowball
heatwol,['heatwole'],['heatwol'],['heatwol']
heav,"['heaved', 'heave', 'heaving', 'heaven', 'heaves', 'heavens', 'heavers', 'heavenly']","['heav', 'heav', 'heav', 'heaven', 'heav', 'heaven', 'heaver', 'heavenli']","['heav', 'heav', 'heav', 'heaven', 'heav', 'heaven', 'heaver', 'heaven']"
heavenward,['heavenward'],['heavenward'],['heavenward']
heaviest,['heaviest'],['heaviest'],['heaviest']
heavy,"['heavier', 'heaviness', 'heavily', 'heavy']","['heavier', 'heavi', 'heavili', 'heavi']","['heavier', 'heavi', 'heavili', 'heavi']"
hebephr,['hebephrenic'],['hebephren'],['hebephren']
hebra,['hebraic'],['hebraic'],['hebraic']
hebrew,"['hebrews', 'hebrew']","['hebrew', 'hebrew']","['hebrew', 'hebrew']"
hecatomb,['hecatomb'],['hecatomb'],['hecatomb']
heck,['heck'],['heck'],['heck']
heckm,['heckman'],['heckman'],['heckman']
hect,"['hectic', 'hector', 'hectors']","['hectic', 'hector', 'hector']","['hectic', 'hector', 'hector']"
hed,['hed'],['hed'],['hed']
hedd,['hedda'],['hedda'],['hedda']
hedg,"['hedged', 'hedge', 'hedges']","['hedg', 'hedg', 'hedg']","['hedg', 'hedg', 'hedg']"
hedison,['hedison'],['hedison'],['hedison']
hedon,"['hedonistic', 'hedonism']","['hedonist', 'hedon']","['hedonist', 'hedon']"
hee,"['heeded', 'heed', 'hee']","['heed', 'heed', 'hee']","['heed', 'heed', 'hee']"
heedless,['heedless'],['heedless'],['heedless']
heel,"['heeled', 'heel', 'heels', 'heelers']","['heel', 'heel', 'heel', 'heeler']","['heel', 'heel', 'heel', 'heeler']"
heen,['heenan'],['heenan'],['heenan']
heff,['heffer'],['heffer'],['heffer']
heffern,['heffernan'],['heffernan'],['heffernan']
heft,['hefted'],['heft'],['heft']
hefty,['hefty'],['hefti'],['hefti']
hegel,"['hegel', 'hegelian', 'hegels']","['hegel', 'hegelian', 'hegel']","['hegel', 'hegelian', 'hegel']"
hegemony,['hegemony'],['hegemoni'],['hegemoni']
heideg,"['heidegger', 'heideggers']","['heidegg', 'heidegg']","['heidegg', 'heidegg']"
heidelberg,['heidelberg'],['heidelberg'],['heidelberg']
heidem,['heideman'],['heideman'],['heideman']
heidenstam,"['heidenstam', 'heidenstams']","['heidenstam', 'heidenstam']","['heidenstam', 'heidenstam']"
heigh,['heigh'],['heigh'],['heigh']
height,"['heightened', 'heightening', 'heighten', 'heights', 'height']","['heighten', 'heighten', 'heighten', 'height', 'height']","['heighten', 'heighten', 'heighten', 'height', 'height']"
heilm,['heilman'],['heilman'],['heilman']
hein,['heine'],['hein'],['hein']
heinkel,['heinkel'],['heinkel'],['heinkel']
heinz,"['heinze', 'heinzes']","['heinz', 'heinz']","['heinz', 'heinz']"
heir,"['heir', 'heirs']","['heir', 'heir']","['heir', 'heir']"
heiress,['heiress'],['heiress'],['heiress']
heis,['heiser'],['heiser'],['heiser']
heist,['heisted'],['heist'],['heist']
heitschmidt,['heitschmidt'],['heitschmidt'],['heitschmidt']
hel,"['hellenic', 'helene', 'hel', 'hell', 'helium', 'helen', 'helion', 'hells', 'helions']","['hellen', 'helen', 'hel', 'hell', 'helium', 'helen', 'helion', 'hell', 'helion']","['hellen', 'helen', 'hel', 'hell', 'helium', 'helen', 'helion', 'hell', 'helion']"
held,['held'],['held'],['held']
helen,['helena'],['helena'],['helena']
helicopt,['helicopter'],['helicopt'],['helicopt']
helioc,['heliocentric'],['heliocentr'],['heliocentr']
heliopol,['heliopolis'],['heliopoli'],['heliopoli']
heliotrop,['heliotrope'],['heliotrop'],['heliotrop']
hellfir,['hellfire'],['hellfir'],['hellfir']
hello,['hello'],['hello'],['hello']
helluv,['helluva'],['helluva'],['helluva']
helm,['helm'],['helm'],['helm']
helmet,"['helmets', 'helmet']","['helmet', 'helmet']","['helmet', 'helmet']"
helmsm,['helmsman'],['helmsman'],['helmsman']
helmut,['helmut'],['helmut'],['helmut']
helo,['heloise'],['helois'],['helois']
help,"['helped', 'helping', 'helpful', 'help', 'helper', 'helps', 'helpers', 'helpfulness', 'helpfully']","['help', 'help', 'help', 'help', 'helper', 'help', 'helper', 'help', 'help']","['help', 'help', 'help', 'help', 'helper', 'help', 'helper', 'help', 'help']"
helpless,"['helpless', 'helplessness', 'helplessly']","['helpless', 'helpless', 'helplessli']","['helpless', 'helpless', 'helpless']"
helpm,['helpmate'],['helpmat'],['helpmat']
helsqiyokom,['helsqiyokom'],['helsqiyokom'],['helsqiyokom']
helv,['helva'],['helva'],['helva']
helva,['helvas'],['helva'],['helva']
hem,"['hemmed', 'hemming', 'hem', 'hemus']","['hem', 'hem', 'hem', 'hemu']","['hem', 'hem', 'hem', 'hemus']"
hemenway,['hemenways'],['hemenway'],['hemenway']
hemingway,"['hemingways', 'hemingway']","['hemingway', 'hemingway']","['hemingway', 'hemingway']"
hemisph,"['hemisphere', 'hemispherical', 'hemispheres']","['hemispher', 'hemispher', 'hemispher']","['hemispher', 'hemispher', 'hemispher']"
hemlock,['hemlocks'],['hemlock'],['hemlock']
hemoglobin,['hemoglobin'],['hemoglobin'],['hemoglobin']
hemolys,['hemolytic'],['hemolyt'],['hemolyt']
hemorrh,"['hemorrhage', 'hemorrhaging', 'hemorrhages']","['hemorrhag', 'hemorrhag', 'hemorrhag']","['hemorrhag', 'hemorrhag', 'hemorrhag']"
hemorrhoid,['hemorrhoids'],['hemorrhoid'],['hemorrhoid']
hemosiderin,['hemosiderin'],['hemosiderin'],['hemosiderin']
hempel,['hempel'],['hempel'],['hempel']
hemphil,['hemphill'],['hemphil'],['hemphil']
hempstead,['hempstead'],['hempstead'],['hempstead']
hen,"['hen', 'hens']","['hen', 'hen']","['hen', 'hen']"
hencefor,['henceforth'],['henceforth'],['henceforth']
henchm,"['henchman', 'henchmen']","['henchman', 'henchmen']","['henchman', 'henchmen']"
henderson,['henderson'],['henderson'],['henderson']
hendl,['hendl'],['hendl'],['hendl']
hendrick,['hendricks'],['hendrick'],['hendrick']
hendrik,['hendrik'],['hendrik'],['hendrik']
hendry,['hendry'],['hendri'],['hendri']
heng,['heng'],['heng'],['heng']
hengesbach,['hengesbach'],['hengesbach'],['hengesbach']
henh,['henh'],['henh'],['henh']
henley,['henleys'],['henley'],['henley']
henpeck,['henpecked'],['henpeck'],['henpeck']
henr,"['henri', 'henris']","['henri', 'henri']","['henri', 'henri']"
henriett,['henrietta'],['henrietta'],['henrietta']
henrietta,['henriettas'],['henrietta'],['henrietta']
henrik,['henrik'],['henrik'],['henrik']
henry,"['henrys', 'henry']","['henri', 'henri']","['henri', 'henri']"
hent,['hence'],['henc'],['henc']
heorot,['heorot'],['heorot'],['heorot']
hepatit,['hepatitis'],['hepat'],['hepat']
hephzibah,['hephzibah'],['hephzibah'],['hephzibah']
hepk,['hepker'],['hepker'],['hepker']
heptachl,['heptachlor'],['heptachlor'],['heptachlor']
her,"['herring', 'herr', 'heres', 'heredity']","['her', 'herr', 'here', 'hered']","['herring', 'herr', 'here', 'hered']"
heraclit,['heraclitus'],['heraclitu'],['heraclitus']
herald,"['heralded', 'herald']","['herald', 'herald']","['herald', 'herald']"
herb,"['herb', 'herbs']","['herb', 'herb']","['herb', 'herb']"
herberet,"['herberets', 'herberet']","['herberet', 'herberet']","['herberet', 'herberet']"
herbert,['herbert'],['herbert'],['herbert']
herc,"['hercule', 'herculean', 'hercules']","['hercul', 'herculean', 'hercul']","['hercul', 'herculean', 'hercul']"
herd,"['herded', 'herd', 'herding', 'herds']","['herd', 'herd', 'herd', 'herd']","['herd', 'herd', 'herd', 'herd']"
herdin,['herdin'],['herdin'],['herdin']
hereabout,['hereabouts'],['hereabout'],['hereabout']
hereaft,['hereafter'],['hereaft'],['hereaft']
hereby,['hereby'],['herebi'],['herebi']
heredit,['hereditary'],['hereditari'],['hereditari']
hereford,['hereford'],['hereford'],['hereford']
herein,['herein'],['herein'],['herein']
hereinaft,['hereinafter'],['hereinaft'],['hereinaft']
heresy,['heresy'],['heresi'],['heresi']
heret,"['heretic', 'heretics']","['heret', 'heret']","['heret', 'heret']"
heretof,['heretofore'],['heretofor'],['heretofor']
hereunto,['hereunto'],['hereunto'],['hereunto']
herewi,['herewith'],['herewith'],['herewith']
herford,"['herford', 'herfords']","['herford', 'herford']","['herford', 'herford']"
hergesheim,['hergesheimer'],['hergesheim'],['hergesheim']
herit,"['heritage', 'heritages']","['heritag', 'heritag']","['heritag', 'heritag']"
herm,"['herman', 'hermans']","['herman', 'herman']","['herman', 'herman']"
hermanovsk,['hermanovski'],['hermanovski'],['hermanovski']
hermeneut,['hermeneutics'],['hermeneut'],['hermeneut']
hermet,['hermetic'],['hermet'],['hermet']
hernandez,['hernandez'],['hernandez'],['hernandez']
hero,"['heroic', 'heroism', 'hero', 'heroics', 'heroes', 'heros', 'heroically']","['heroic', 'heroism', 'hero', 'heroic', 'hero', 'hero', 'heroic']","['heroic', 'heroism', 'hero', 'heroic', 'hero', 'hero', 'heroic']"
heroin,"['heroine', 'heroin']","['heroin', 'heroin']","['heroin', 'heroin']"
herold,['herold'],['herold'],['herold']
heron,"['heron', 'herons']","['heron', 'heron']","['heron', 'heron']"
herpetolog,"['herpetologists', 'herpetologist', 'herpetology']","['herpetologist', 'herpetologist', 'herpetolog']","['herpetologist', 'herpetologist', 'herpetolog']"
herrick,['herrick'],['herrick'],['herrick']
herridg,['herridge'],['herridg'],['herridg']
herrin,['herrin'],['herrin'],['herrin']
herringbon,['herringbone'],['herringbon'],['herringbon']
herrington,['herrington'],['herrington'],['herrington']
herrman,['herrmann'],['herrmann'],['herrmann']
herry,"['herrys', 'herry']","['herri', 'herri']","['herri', 'herri']"
hersey,['hersey'],['hersey'],['hersey']
hershel,['hershel'],['hershel'],['hershel']
hershey,['hersheys'],['hershey'],['hershey']
hert,['herter'],['herter'],['herter']
hertz,['hertz'],['hertz'],['hertz']
herzfeld,['herzfeld'],['herzfeld'],['herzfeld']
herzog,['herzog'],['herzog'],['herzog']
hes,['hes'],['he'],['hes']
hesiomet,['hesiometer'],['hesiomet'],['hesiomet']
hesit,"['hesitated', 'hesitance', 'hesitate', 'hesitating', 'hesitation', 'hesitates', 'hesitant', 'hesitancy', 'hesitatingly', 'hesitantly']","['hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesitatingli', 'hesitantli']","['hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit', 'hesit']"
hesper,['hesperus'],['hesperu'],['hesperus']
hess,"['hessian', 'hessians', 'hess']","['hessian', 'hessian', 'hess']","['hessian', 'hessian', 'hess']"
hest,['hester'],['hester'],['hester']
heterog,['heterogeneous'],['heterogen'],['heterogen']
heterogam,['heterogamous'],['heterogam'],['heterogam']
heterozyg,['heterozygous'],['heterozyg'],['heterozyg']
hetm,"['hetman', 'hetmans']","['hetman', 'hetman']","['hetman', 'hetman']"
hetty,"['hettie', 'hettys', 'hetty']","['hetti', 'hetti', 'hetti']","['hetti', 'hetti', 'hetti']"
heus,['heusen'],['heusen'],['heusen']
heut,['heute'],['heut'],['heut']
heuvelm,['heuvelmans'],['heuvelman'],['heuvelman']
hev,['hev'],['hev'],['hev']
hevin,['hevin'],['hevin'],['hevin']
hew,['hewed'],['hew'],['hew']
hewet,['hewett'],['hewett'],['hewett']
hewlet,['hewlett'],['hewlett'],['hewlett']
hewlit,['hewlitt'],['hewlitt'],['hewlitt']
hewn,['hewn'],['hewn'],['hewn']
hex,"['hexen', 'hex']","['hexen', 'hex']","['hexen', 'hex']"
hexagon,"['hexagonal', 'hexagon']","['hexagon', 'hexagon']","['hexagon', 'hexagon']"
hexamet,['hexameter'],['hexamet'],['hexamet']
hexametaphosph,['hexametaphosphate'],['hexametaphosph'],['hexametaphosph']
hey,['hey'],['hey'],['hey']
heyday,['heyday'],['heyday'],['heyday']
heydrich,['heydrich'],['heydrich'],['heydrich']
heywood,['heywood'],['heywood'],['heywood']
hez,['hez'],['hez'],['hez']
hi,['hi'],['hi'],['hi']
hiawath,['hiawatha'],['hiawatha'],['hiawatha']
hibach,['hibachi'],['hibachi'],['hibachi']
hibern,['hibernate'],['hibern'],['hibern']
hiccup,['hiccups'],['hiccup'],['hiccup']
hick,"['hick', 'hicks', 'hickory']","['hick', 'hick', 'hickori']","['hick', 'hick', 'hickori']"
hickok,['hickok'],['hickok'],['hickok']
hid,"['hid', 'hide', 'hiding', 'hidden', 'hides', 'hideous', 'hideously']","['hid', 'hide', 'hide', 'hidden', 'hide', 'hideou', 'hideous']","['hid', 'hide', 'hide', 'hidden', 'hide', 'hideous', 'hideous']"
hideaway,['hideaway'],['hideaway'],['hideaway']
hideout,['hideout'],['hideout'],['hideout']
hierarchy,"['hierarchies', 'hierarchy']","['hierarchi', 'hierarchi']","['hierarchi', 'hierarchi']"
hieronym,['hieronymus'],['hieronymu'],['hieronymus']
hifalutin,['hifalutin'],['hifalutin'],['hifalutin']
high,"['high', 'higher', 'highs', 'highness', 'highly']","['high', 'higher', 'high', 'high', 'highli']","['high', 'higher', 'high', 'high', 'high']"
highbal,['highball'],['highbal'],['highbal']
highboard,['highboard'],['highboard'],['highboard']
highboy,['highboy'],['highboy'],['highboy']
highest,['highest'],['highest'],['highest']
highfield,['highfield'],['highfield'],['highfield']
highland,"['highland', 'highlands']","['highland', 'highland']","['highland', 'highland']"
highlight,"['highlighting', 'highlights', 'highlight']","['highlight', 'highlight', 'highlight']","['highlight', 'highlight', 'highlight']"
highpoint,['highpoint'],['highpoint'],['highpoint']
highroad,['highroad'],['highroad'],['highroad']
highschool,['highschool'],['highschool'],['highschool']
highway,"['highways', 'highway']","['highway', 'highway']","['highway', 'highway']"
highwaym,['highwayman'],['highwayman'],['highwayman']
hijack,"['hijacked', 'hijacking', 'hijackers']","['hijack', 'hijack', 'hijack']","['hijack', 'hijack', 'hijack']"
hik,"['hiked', 'hike', 'hiking', 'hikes']","['hike', 'hike', 'hike', 'hike']","['hike', 'hike', 'hike', 'hike']"
hil,"['hill', 'hilum', 'hilar', 'hillyer', 'hills', 'hilarious', 'hilariously', 'hillary', 'hilarity']","['hill', 'hilum', 'hilar', 'hillyer', 'hill', 'hilari', 'hilari', 'hillari', 'hilar']","['hill', 'hilum', 'hilar', 'hillyer', 'hill', 'hilari', 'hilari', 'hillari', 'hilar']"
hildy,['hildy'],['hildi'],['hildi']
hillbl,['hillbilly'],['hillbilli'],['hillbilli']
hillcrest,['hillcrest'],['hillcrest'],['hillcrest']
hillel,['hillel'],['hillel'],['hillel']
hilliard,['hilliard'],['hilliard'],['hilliard']
hillm,"['hillman', 'hillmans']","['hillman', 'hillman']","['hillman', 'hillman']"
hillsboro,['hillsboro'],['hillsboro'],['hillsboro']
hillsd,['hillsdale'],['hillsdal'],['hillsdal']
hillsid,['hillside'],['hillsid'],['hillsid']
hilltop,['hilltops'],['hilltop'],['hilltop']
hilo,['hilo'],['hilo'],['hilo']
hilprecht,"['hilprechts', 'hilprecht']","['hilprecht', 'hilprecht']","['hilprecht', 'hilprecht']"
hilt,['hilt'],['hilt'],['hilt']
hilton,['hilton'],['hilton'],['hilton']
himalaya,['himalayas'],['himalaya'],['himalaya']
himml,['himmler'],['himmler'],['himmler']
himself,['himselfe'],['himself'],['himself']
hinckley,['hinckley'],['hinckley'],['hinckley']
hind,"['hindered', 'hind', 'hindering', 'hinders', 'hindus']","['hinder', 'hind', 'hinder', 'hinder', 'hindu']","['hinder', 'hind', 'hinder', 'hinder', 'hindus']"
hindemith,['hindemiths'],['hindemith'],['hindemith']
hindmost,['hindmost'],['hindmost'],['hindmost']
hindoo,['hindoo'],['hindoo'],['hindoo']
hindquart,['hindquarters'],['hindquart'],['hindquart']
hindr,['hindrances'],['hindranc'],['hindranc']
hindsight,['hindsight'],['hindsight'],['hindsight']
hindu,"['hinduism', 'hindu']","['hinduism', 'hindu']","['hinduism', 'hindu']"
hing,"['hinged', 'hinge', 'hinges']","['hing', 'hing', 'hing']","['hing', 'hing', 'hing']"
hinkl,['hinkle'],['hinkl'],['hinkl']
hino,"['hino', 'hinos']","['hino', 'hino']","['hino', 'hino']"
hinsd,['hinsdale'],['hinsdal'],['hinsdal']
hint,"['hinted', 'hinting', 'hints', 'hint']","['hint', 'hint', 'hint', 'hint']","['hint', 'hint', 'hint', 'hint']"
hinterland,['hinterlands'],['hinterland'],['hinterland']
hinton,['hinton'],['hinton'],['hinton']
hip,"['hip', 'hips']","['hip', 'hip']","['hip', 'hip']"
hiplin,['hipline'],['hiplin'],['hiplin']
hippodrom,['hippodrome'],['hippodrom'],['hippodrom']
hipst,['hipster'],['hipster'],['hipster']
hir,"['hired', 'hire', 'hiring', 'hir', 'hires']","['hire', 'hire', 'hire', 'hir', 'hire']","['hire', 'hire', 'hire', 'hir', 'hire']"
hiram,['hiram'],['hiram'],['hiram']
hirel,['hirelings'],['hirel'],['hirel']
hirey,"['hireys', 'hirey']","['hirey', 'hirey']","['hirey', 'hirey']"
hiroshim,['hiroshima'],['hiroshima'],['hiroshima']
hirsch,"['hirsch', 'hirschs']","['hirsch', 'hirsch']","['hirsch', 'hirsch']"
hirschey,['hirschey'],['hirschey'],['hirschey']
hiss,"['hissed', 'hissing', 'hiss']","['hiss', 'hiss', 'hiss']","['hiss', 'hiss', 'hiss']"
hisself,['hisself'],['hisself'],['hisself']
hist,"['historic', 'historical', 'historicism', 'historian', 'histrionics', 'histories', 'historians', 'historically', 'history', 'historicity']","['histor', 'histor', 'historic', 'historian', 'histrion', 'histori', 'historian', 'histor', 'histori', 'histor']","['histor', 'histor', 'historic', 'historian', 'histrion', 'histori', 'historian', 'histor', 'histori', 'histor']"
histochem,"['histochemical', 'histochemistry']","['histochem', 'histochemistri']","['histochem', 'histochemistri']"
histolog,['histology'],['histolog'],['histolog']
historiograph,['historiography'],['historiographi'],['historiographi']
hit,"['hitting', 'hitter', 'hitters', 'hits', 'hit']","['hit', 'hitter', 'hitter', 'hit', 'hit']","['hit', 'hitter', 'hitter', 'hit', 'hit']"
hitch,"['hitched', 'hitching', 'hitch']","['hitch', 'hitch', 'hitch']","['hitch', 'hitch', 'hitch']"
hitchcock,['hitchcock'],['hitchcock'],['hitchcock']
hith,['hither'],['hither'],['hither']
hitherto,['hitherto'],['hitherto'],['hitherto']
hitl,"['hitler', 'hitlers']","['hitler', 'hitler']","['hitler', 'hitler']"
hitless,['hitless'],['hitless'],['hitless']
hiv,['hive'],['hive'],['hive']
hl,['hl'],['hl'],['hl']
hm,['hm'],['hm'],['hm']
hmm,['hmm'],['hmm'],['hmm']
hmpf,['hmpf'],['hmpf'],['hmpf']
hms,['hms'],['hm'],['hms']
ho,['ho'],['ho'],['ho']
hoa,['hoa'],['hoa'],['hoa']
hoag,"['hoag', 'hoags']","['hoag', 'hoag']","['hoag', 'hoag']"
hoagy,['hoagy'],['hoagi'],['hoagi']
hoak,['hoak'],['hoak'],['hoak']
hoap,['hoaps'],['hoap'],['hoap']
hoars,"['hoarse', 'hoarseness', 'hoarsely']","['hoars', 'hoars', 'hoars']","['hoars', 'hoars', 'hoars']"
hoax,['hoaxes'],['hoax'],['hoax']
hob,"['hob', 'hobbing', 'hobbes']","['hob', 'hob', 'hobb']","['hob', 'hob', 'hobb']"
hobart,['hobart'],['hobart'],['hobart']
hobbl,"['hobbled', 'hobble']","['hobbl', 'hobbl']","['hobbl', 'hobbl']"
hobby,"['hobbies', 'hobby']","['hobbi', 'hobbi']","['hobbi', 'hobbi']"
hobday,['hobday'],['hobday'],['hobday']
hobo,['hobo'],['hobo'],['hobo']
hoc,['hoc'],['hoc'],['hoc']
hock,"['hocking', 'hocks']","['hock', 'hock']","['hock', 'hock']"
hockaday,['hockaday'],['hockaday'],['hockaday']
hocket,['hockett'],['hockett'],['hockett']
hockey,['hockey'],['hockey'],['hockey']
hodg,"['hodge', 'hodges']","['hodg', 'hodg']","['hodg', 'hodg']"
hodgepodg,['hodgepodge'],['hodgepodg'],['hodgepodg']
hodgkin,['hodgkin'],['hodgkin'],['hodgkin']
hodosh,['hodosh'],['hodosh'],['hodosh']
hoe,"['hoe', 'hoes']","['hoe', 'hoe']","['hoe', 'hoe']"
hoev,['hoeve'],['hoev'],['hoev']
hoff,"['hoffa', 'hoffer']","['hoffa', 'hoffer']","['hoffa', 'hoffer']"
hoffm,['hoffman'],['hoffman'],['hoffman']
hog,"['hogging', 'hog', 'hogan', 'hoges', 'hogs', 'hogans']","['hog', 'hog', 'hogan', 'hoge', 'hog', 'hogan']","['hog', 'hog', 'hogan', 'hoge', 'hog', 'hogan']"
hohlbein,['hohlbein'],['hohlbein'],['hohlbein']
hoi,['hoi'],['hoi'],['hoi']
hoid,"['hoijer', 'hoijers']","['hoijer', 'hoijer']","['hoijer', 'hoijer']"
hoist,"['hoisted', 'hoist']","['hoist', 'hoist']","['hoist', 'hoist']"
hok,['hokan'],['hokan'],['hokan']
hol,"['holed', 'hollered', 'holored', 'hole', 'hollering', 'holes', 'holty']","['hole', 'holler', 'holor', 'hole', 'holler', 'hole', 'holti']","['hole', 'holler', 'holor', 'hole', 'holler', 'hole', 'holti']"
holabird,['holabird'],['holabird'],['holabird']
holbrook,['holbrook'],['holbrook'],['holbrook']
hold,"['hold', 'holding', 'holden', 'holder', 'holds', 'holdings', 'holdens', 'holders']","['hold', 'hold', 'holden', 'holder', 'hold', 'hold', 'holden', 'holder']","['hold', 'hold', 'holden', 'holder', 'hold', 'hold', 'holden', 'holder']"
holderlin,['holderlin'],['holderlin'],['holderlin']
holdin,['holdin'],['holdin'],['holdin']
holdov,['holdovers'],['holdov'],['holdov']
holdup,"['holdup', 'holdups']","['holdup', 'holdup']","['holdup', 'holdup']"
holiday,"['holidays', 'holiday']","['holiday', 'holiday']","['holiday', 'holiday']"
holland,"['holland', 'hollander']","['holland', 'holland']","['holland', 'holland']"
holley,['holley'],['holley'],['holley']
hollingshead,['hollingshead'],['hollingshead'],['hollingshead']
hollow,"['hollowness', 'hollows', 'hollow']","['hollow', 'hollow', 'hollow']","['hollow', 'hollow', 'hollow']"
holloway,['holloway'],['holloway'],['holloway']
hollowel,['hollowell'],['hollowel'],['hollowel']
holloww,['hollowware'],['hollowwar'],['hollowwar']
hollyhock,"['hollyhock', 'hollyhocks']","['hollyhock', 'hollyhock']","['hollyhock', 'hollyhock']"
hollywood,"['hollywood', 'hollywoods']","['hollywood', 'hollywood']","['hollywood', 'hollywood']"
holm,"['holman', 'holmes']","['holman', 'holm']","['holman', 'holm']"
holocaust,['holocaust'],['holocaust'],['holocaust']
holst,"['holstered', 'holster']","['holster', 'holster']","['holster', 'holster']"
holstein,['holstein'],['holstein'],['holstein']
holt,"['holts', 'holt']","['holt', 'holt']","['holt', 'holt']"
holy,"['holier', 'holies', 'holiness', 'holy']","['holier', 'holi', 'holi', 'holi']","['holier', 'holi', 'holi', 'holi']"
holyok,['holyoke'],['holyok'],['holyok']
holyston,['holystones'],['holyston'],['holyston']
holzm,['holzman'],['holzman'],['holzman']
hom,"['homeric', 'homage', 'home', 'homing', 'homer', 'homes', 'homers', 'homerists', 'homely']","['homer', 'homag', 'home', 'home', 'homer', 'home', 'homer', 'homerist', 'home']","['homer', 'homag', 'home', 'home', 'homer', 'home', 'homer', 'homerist', 'home']"
homebound,['homebound'],['homebound'],['homebound']
homebuild,"['homebuilding', 'homebuilders']","['homebuild', 'homebuild']","['homebuild', 'homebuild']"
homecom,"['homecoming', 'homecomings']","['homecom', 'homecom']","['homecom', 'homecom']"
homefolk,['homefolk'],['homefolk'],['homefolk']
homeland,['homeland'],['homeland'],['homeland']
homemad,['homemade'],['homemad'],['homemad']
homemak,"['homemaker', 'homemakers']","['homemak', 'homemak']","['homemak', 'homemak']"
homemast,['homemaster'],['homemast'],['homemast']
homeown,['homeowners'],['homeown'],['homeown']
homerun,['homerun'],['homerun'],['homerun']
homesick,"['homesick', 'homesickness']","['homesick', 'homesick']","['homesick', 'homesick']"
homestead,"['homestead', 'homesteads', 'homesteaders']","['homestead', 'homestead', 'homestead']","['homestead', 'homestead', 'homestead']"
homeward,"['homeward', 'homewards']","['homeward', 'homeward']","['homeward', 'homeward']"
homicid,"['homicide', 'homicidal']","['homicid', 'homicid']","['homicid', 'homicid']"
homo,['homo'],['homo'],['homo']
homog,"['homogenate', 'homogenize', 'homogenization', 'homogeneous', 'homogeneously', 'homogeneity']","['homogen', 'homogen', 'homogen', 'homogen', 'homogen', 'homogen']","['homogen', 'homogen', 'homogen', 'homogen', 'homogen', 'homogen']"
homopolym,['homopolymers'],['homopolym'],['homopolym']
homosex,"['homosexual', 'homosexuals']","['homosexu', 'homosexu']","['homosexu', 'homosexu']"
homozyg,['homozygous'],['homozyg'],['homozyg']
hon,"['honored', 'honoree', 'honorable', 'hone', 'honore', 'honoring', 'honan', 'hon', 'honor', 'honors', 'honorably', 'honorary']","['honor', 'honore', 'honor', 'hone', 'honor', 'honor', 'honan', 'hon', 'honor', 'honor', 'honor', 'honorari']","['honor', 'honore', 'honor', 'hone', 'honor', 'honor', 'honan', 'hon', 'honor', 'honor', 'honor', 'honorari']"
honbl,['honble'],['honbl'],['honbl']
hondo,['hondo'],['hondo'],['hondo']
honest,"['honest', 'honestly']","['honest', 'honestli']","['honest', 'honest']"
honesty,['honesty'],['honesti'],['honesti']
honey,['honey'],['honey'],['honey']
honeyb,"['honeybee', 'honeybees']","['honeybe', 'honeybe']","['honeybe', 'honeybe']"
honeycomb,['honeycombed'],['honeycomb'],['honeycomb']
honeymoon,"['honeymooned', 'honeymooning', 'honeymoon', 'honeymooners']","['honeymoon', 'honeymoon', 'honeymoon', 'honeymoon']","['honeymoon', 'honeymoon', 'honeymoon', 'honeymoon']"
honeysuckl,['honeysuckle'],['honeysuckl'],['honeysuckl']
hong,['hong'],['hong'],['hong']
honky,['honky'],['honki'],['honki']
honkytonk,['honkytonks'],['honkytonk'],['honkytonk']
hono,"['honoured', 'honour']","['honour', 'honour']","['honour', 'honour']"
honolulu,['honolulu'],['honolulu'],['honolulu']
honotass,['honotassa'],['honotassa'],['honotassa']
honshu,['honshu'],['honshu'],['honshu']
hoo,['hoo'],['hoo'],['hoo']
hooch,['hooch'],['hooch'],['hooch']
hood,"['hood', 'hoods']","['hood', 'hood']","['hood', 'hood']"
hoodl,['hoodlum'],['hoodlum'],['hoodlum']
hoodlum,['hoodlums'],['hoodlum'],['hoodlum']
hoof,"['hoof', 'hoofs']","['hoof', 'hoof']","['hoof', 'hoof']"
hoofmark,['hoofmarks'],['hoofmark'],['hoofmark']
hooghl,['hooghli'],['hooghli'],['hoogh']
hoogl,['hoogli'],['hoogli'],['hoog']
hook,"['hooked', 'hooking', 'hook', 'hooks', 'hookers']","['hook', 'hook', 'hook', 'hook', 'hooker']","['hook', 'hook', 'hook', 'hook', 'hooker']"
hookup,"['hookup', 'hookups']","['hookup', 'hookup']","['hookup', 'hookup']"
hookworm,['hookworm'],['hookworm'],['hookworm']
hoolig,['hooliganism'],['hooligan'],['hooligan']
hoop,"['hoop', 'hooper', 'hoops']","['hoop', 'hooper', 'hoop']","['hoop', 'hooper', 'hoop']"
hoopl,['hoopla'],['hoopla'],['hoopla']
hooray,['hooray'],['hooray'],['hooray']
hoosegow,"['hoosegows', 'hoosegow']","['hoosegow', 'hoosegow']","['hoosegow', 'hoosegow']"
hoosy,['hoosier'],['hoosier'],['hoosier']
hoot,"['hooted', 'hooting', 'hoots', 'hoot']","['hoot', 'hoot', 'hoot', 'hoot']","['hoot', 'hoot', 'hoot', 'hoot']"
hoov,"['hoover', 'hooves']","['hoover', 'hoov']","['hoover', 'hoov']"
