Lancaster,Original,Porter,Snowball
enr,['enrage'],['enrag'],['enrag']
enrich,['enriching'],['enrich'],['enrich']
enscont,['ensconced'],['ensconc'],['ensconc']
ensu,['ensues'],['ensu'],['ensu']
ent,['enters'],['enter'],['enter']
enterpr,['enterprise'],['enterpris'],['enterpris']
entertain,"['entertainer', 'entertainment']","['entertain', 'entertain']","['entertain', 'entertain']"
enthusiasm,['enthusiasms'],['enthusiasm'],['enthusiasm']
enthusiast,"['enthusiasts', 'enthusiast']","['enthusiast', 'enthusiast']","['enthusiast', 'enthusiast']"
entomb,['entombed'],['entomb'],['entomb']
enum,['enumeration'],['enumer'],['enumer']
envy,['envied'],['envi'],['envi']
enzo,['enzo'],['enzo'],['enzo']
enzym,"['enzymatic', 'enzyme']","['enzymat', 'enzym']","['enzymat', 'enzym']"
epigraph,['epigraph'],['epigraph'],['epigraph']
epiphys,['epiphysis'],['epiphysi'],['epiphysi']
epitaph,['epitaph'],['epitaph'],['epitaph']
epithet,['epithet'],['epithet'],['epithet']
eq,['equalization'],['equal'],['equal']
equ,['equivalents'],['equival'],['equival']
equal,['equalled'],['equal'],['equal']
equanim,['equanimity'],['equanim'],['equanim']
equip,['equipping'],['equip'],['equip']
equivoc,['equivocal'],['equivoc'],['equivoc']
er,"['erratic', 'errant']","['errat', 'errant']","['errat', 'errant']"
erect,['erect'],['erect'],['erect']
erod,['eroded'],['erod'],['erod']
ervin,['ervin'],['ervin'],['ervin']
escap,['escape'],['escap'],['escap']
eschew,['eschews'],['eschew'],['eschew']
esot,['esoteric'],['esoter'],['esoter']
esp,['espousing'],['espous'],['espous']
esprit,['esprit'],['esprit'],['esprit']
esthet,['esthetics'],['esthet'],['esthet']
estim,['estimates'],['estim'],['estim']
et,"['eta', 'etes']","['eta', 'ete']","['eta', 'ete']"
etern,['eternal'],['etern'],['etern']
eth,['ethical'],['ethic'],['ethic']
etho,['ethos'],['etho'],['etho']
ethyl,['ethyl'],['ethyl'],['ethyl']
eulog,['eulogize'],['eulog'],['eulog']
evalu,"['evaluate', 'evaluating']","['evalu', 'evalu']","['evalu', 'evalu']"
evegen,['evegeni'],['evegeni'],['evegeni']
eventu,['eventuate'],['eventu'],['eventu']
everest,['everest'],['everest'],['everest']
evermount,['evermounting'],['evermount'],['evermount']
evid,"['evidential', 'evident']","['evidenti', 'evid']","['evidenti', 'evid']"
evolv,['evolution'],['evolut'],['evolut']
ex,"['existentialists', 'exists', 'existent']","['existentialist', 'exist', 'exist']","['existentialist', 'exist', 'exist']"
exact,['exacted'],['exact'],['exact']
exag,['exaggerating'],['exagger'],['exagger']
exalt,"['exalted', 'exalting']","['exalt', 'exalt']","['exalt', 'exalt']"
exasp,['exasperated'],['exasper'],['exasper']
exc,['excised'],['excis'],['excis']
excel,['excellences'],['excel'],['excel']
excerpt,['excerpts'],['excerpt'],['excerpt']
excess,['exceed'],['exceed'],['exceed']
exchang,['exchanging'],['exchang'],['exchang']
excit,['excite'],['excit'],['excit']
excrucy,['excruciating'],['excruci'],['excruci']
execut,"['execution', 'executives', 'executioners']","['execut', 'execut', 'execution']","['execut', 'execut', 'execution']"
exempl,['exemplified'],['exemplifi'],['exemplifi']
exempt,['exemption'],['exempt'],['exempt']
exerc,['exercising'],['exercis'],['exercis']
exert,"['exerting', 'exert']","['exert', 'exert']","['exert', 'exert']"
exh,"['exhaled', 'exhaling']","['exhal', 'exhal']","['exhal', 'exhal']"
exhaust,['exhaustible'],['exhaust'],['exhaust']
exhibit,['exhibits'],['exhibit'],['exhibit']
exil,['exiling'],['exil'],['exil']
exit,['exits'],['exit'],['exit']
expand,"['expanded', 'expandable']","['expand', 'expand']","['expand', 'expand']"
expect,['expected'],['expect'],['expect']
expedit,"['expediting', 'expeditions']","['expedit', 'expedit']","['expedit', 'expedit']"
expendit,"['expenditure', 'expenditures']","['expenditur', 'expenditur']","['expenditur', 'expenditur']"
expens,['expense'],['expens'],['expens']
expert,['expertly'],['expertli'],['expert']
expery,['experimented'],['experi'],['experi']
expir,"['expire', 'expires']","['expir', 'expir']","['expir', 'expir']"
expl,"['explanatory', 'exploratory']","['explanatori', 'exploratori']","['explanatori', 'exploratori']"
exploit,"['exploited', 'exploits']","['exploit', 'exploit']","['exploit', 'exploit']"
expos,['exposed'],['expos'],['expos']
express,"['expressive', 'expressivness']","['express', 'expressiv']","['express', 'expressiv']"
expy,['expiation'],['expiat'],['expiat']
extend,['extension'],['extens'],['extens']
extern,['externalization'],['extern'],['extern']
extery,['exteriors'],['exterior'],['exterior']
extinct,['extinction'],['extinct'],['extinct']
extirp,['extirpating'],['extirp'],['extirp']
extrem,"['extreme', 'extremis']","['extrem', 'extremi']","['extrem', 'extremi']"
exub,['exuberantly'],['exuberantli'],['exuber']
exult,['exultantly'],['exultantli'],['exult']
ey,['eyeing'],['eye'],['eye']
eyebal,['eyeballs'],['eyebal'],['eyebal']
eyebrow,['eyebrow'],['eyebrow'],['eyebrow']
fab,['fabian'],['fabian'],['fabian']
fabr,['fabrics'],['fabric'],['fabric']
fac,['faced'],['face'],['face']
faceless,['faceless'],['faceless'],['faceless']
faint,['fainted'],['faint'],['faint']
fair,"['faire', 'faires', 'fairness']","['fair', 'fair', 'fair']","['fair', 'fair', 'fair']"
fairmount,['fairmount'],['fairmount'],['fairmount']
fak,['fake'],['fake'],['fake']
faket,['faket'],['faket'],['faket']
fall,['fallible'],['fallibl'],['fallibl']
falloff,['falloff'],['falloff'],['falloff']
famy,['families'],['famili'],['famili']
fan,['fanaticism'],['fanatic'],['fanatic']
fantasy,"['fantasies', 'fantasy']","['fantasi', 'fantasi']","['fantasi', 'fantasi']"
farmland,['farmlands'],['farmland'],['farmland']
farouk,['farouk'],['farouk'],['farouk']
fascin,['fascination'],['fascin'],['fascin']
fash,['fashioning'],['fashion'],['fashion']
fat,"['fated', 'fate', 'fateful']","['fate', 'fate', 'fate']","['fate', 'fate', 'fate']"
fatigu,['fatigued'],['fatigu'],['fatigu']
faucet,['faucet'],['faucet'],['faucet']
fav,"['favoring', 'favor', 'favorably']","['favor', 'favor', 'favor']","['favor', 'favor', 'favor']"
fawn,['fawn'],['fawn'],['fawn']
fear,['fearfully'],['fear'],['fear']
featherbed,['featherbedding'],['featherbed'],['featherbed']
feathery,['feathery'],['featheri'],['featheri']
fee,['fee'],['fee'],['fee']
feign,['feigned'],['feign'],['feign']
fellow,['fellowships'],['fellowship'],['fellowship']
fellowfeel,['fellowfeeling'],['fellowfeel'],['fellowfeel']
felt,['felt'],['felt'],['felt']
feminin,['feminine'],['feminin'],['feminin']
fenst,['fenster'],['fenster'],['fenster']
fent,['fences'],['fenc'],['fenc']
fer,['ferris'],['ferri'],['ferri']
fergeson,['fergeson'],['fergeson'],['fergeson']
ferocy,['ferocious'],['feroci'],['feroci']
ferro,['ferro'],['ferro'],['ferro']
fertil,"['fertilized', 'fertilization']","['fertil', 'fertil']","['fertil', 'fertil']"
fest,['festivities'],['festiv'],['festiv']
feud,['feudal'],['feudal'],['feudal']
fict,['fictional'],['fiction'],['fiction']
fiedl,['fiedler'],['fiedler'],['fiedler']
fiend,['fiendish'],['fiendish'],['fiendish']
fierc,['fiercely'],['fierc'],['fierc']
fifth,['fifths'],['fifth'],['fifth']
fifty,['fifty'],['fifti'],['fifti']
fig,"['fig', 'figural', 'figment']","['fig', 'figur', 'figment']","['fig', 'figur', 'figment']"
fil,['files'],['file'],['file']
fillip,['fillip'],['fillip'],['fillip']
film,['filmed'],['film'],['film']
filmstrip,['filmstrips'],['filmstrip'],['filmstrip']
filthy,['filthy'],['filthi'],['filthi']
fing,['fingered'],['finger'],['finger']
firelight,['firelight'],['firelight'],['firelight']
firem,['firemen'],['firemen'],['firemen']
fireplac,"['fireplace', 'fireplaces']","['fireplac', 'fireplac']","['fireplac', 'fireplac']"
firm,['firm'],['firm'],['firm']
fish,"['fishing', 'fisher']","['fish', 'fisher']","['fish', 'fisher']"
fisk,['fiske'],['fisk'],['fisk']
fit,['fittings'],['fit'],['fit']
fizzl,['fizzled'],['fizzl'],['fizzl']
flam,['flammable'],['flammabl'],['flammabl']
flan,['flannagan'],['flannagan'],['flannagan']
flannel,['flannel'],['flannel'],['flannel']
flaunt,['flaunting'],['flaunt'],['flaunt']
flaut,['flautist'],['flautist'],['flautist']
fleck,['fleck'],['fleck'],['fleck']
flick,"['flickered', 'flicker']","['flicker', 'flicker']","['flicker', 'flicker']"
flip,['flipping'],['flip'],['flip']
flit,['flite'],['flite'],['flite']
flng,['flng'],['flng'],['flng']
flo,"['flourished', 'floe', 'floors', 'floats']","['flourish', 'floe', 'floor', 'float']","['flourish', 'floe', 'floor', 'float']"
floc,['floc'],['floc'],['floc']
florentin,['florentine'],['florentin'],['florentin']
flot,['flottes'],['flott'],['flott']
flu,['fluently'],['fluentli'],['fluentli']
fluid,['fluidity'],['fluiditi'],['fluiditi']
fluoresc,['fluoresces'],['fluoresc'],['fluoresc']
flush,['flushed'],['flush'],['flush']
flux,['fluxes'],['flux'],['flux']
foc,['focally'],['focal'],['focal']
focuss,['focussed'],['focuss'],['focuss']
foibl,['foibles'],['foibl'],['foibl']
foil,['foiled'],['foil'],['foil']
fokin,['fokines'],['fokin'],['fokin']
font,['fonta'],['fonta'],['fonta']
foodstuff,['foodstuffs'],['foodstuff'],['foodstuff']
fool,"['fooling', 'foolish', 'foolishness']","['fool', 'foolish', 'foolish']","['fool', 'foolish', 'foolish']"
footbal,['footballers'],['footbal'],['footbal']
for,['fore'],['fore'],['fore']
forbear,['forbears'],['forbear'],['forbear']
forecast,['forecast'],['forecast'],['forecast']
forens,['forensic'],['forens'],['forens']
forerun,['forerunner'],['forerunn'],['forerunn']
foresight,['foresight'],['foresight'],['foresight']
forg,['forging'],['forg'],['forg']
forgot,"['forgotten', 'forgot']","['forgotten', 'forgot']","['forgotten', 'forgot']"
form,"['formed', 'formulations']","['form', 'formul']","['form', 'formul']"
formby,['formby'],['formbi'],['formbi']
formula,['formulaic'],['formula'],['formula']
fort,['forts'],['fort'],['fort']
forthcom,['forthcoming'],['forthcom'],['forthcom']
forthright,['forthrightness'],['forthright'],['forthright']
fortun,['fortune'],['fortun'],['fortun']
forward,['forwarded'],['forward'],['forward']
foss,['foss'],['foss'],['foss']
fost,['fostering'],['foster'],['foster']
fosterit,['fosterites'],['fosterit'],['fosterit']
found,['foundering'],['founder'],['founder']
foundl,['foundling'],['foundl'],['foundl']
foundry,['foundry'],['foundri'],['foundri']
fountainhead,['fountainhead'],['fountainhead'],['fountainhead']
foursom,['foursome'],['foursom'],['foursom']
fox,['fox'],['fox'],['fox']
fps,['fps'],['fp'],['fps']
frag,['fragmentarily'],['fragmentarili'],['fragmentarili']
fragil,['fragile'],['fragil'],['fragil']
fragr,['fragrant'],['fragrant'],['fragrant']
francoiset,['francoisette'],['francoisett'],['francoisett']
frant,['frantically'],['frantic'],['frantic']
fratern,"['fraternized', 'fraternize']","['fratern', 'fratern']","['fratern', 'fratern']"
frau,['frau'],['frau'],['frau']
frazy,['frazier'],['frazier'],['frazier']
fredrik,['fredrik'],['fredrik'],['fredrik']
freethink,['freethinkers'],['freethink'],['freethink']
freeway,['freeway'],['freeway'],['freeway']
freez,['freeze'],['freez'],['freez']
french,['french'],['french'],['french']
frenchm,['frenchmen'],['frenchmen'],['frenchmen']
frequ,['frequent'],['frequent'],['frequent']
fresco,"['frescoing', 'frescoes']","['fresco', 'fresco']","['fresco', 'fresco']"
fresno,['fresno'],['fresno'],['fresno']
fri,['fried'],['fri'],['fri']
friday,['friday'],['friday'],['friday']
fritzy,['fritzie'],['fritzi'],['fritzi']
front,['frontage'],['frontag'],['frontag']
frost,['frosts'],['frost'],['frost']
frosty,['frosty'],['frosti'],['frosti']
frown,['frown'],['frown'],['frown']
fuhr,['fuhrer'],['fuhrer'],['fuhrer']
ful,['fully'],['fulli'],['fulli']
fulk,['fulke'],['fulk'],['fulk']
fulmin,['fulminating'],['fulmin'],['fulmin']
furlough,['furlough'],['furlough'],['furlough']
furnac,['furnace'],['furnac'],['furnac']
furrow,['furrow'],['furrow'],['furrow']
fus,['fused'],['fuse'],['fuse']
futherm,['futhermore'],['futhermor'],['futhermor']
fuzz,['fuzz'],['fuzz'],['fuzz']
gabbl,['gabbling'],['gabbl'],['gabbl']
gabl,"['gable', 'gabler']","['gabl', 'gabler']","['gabl', 'gabler']"
gagarin,['gagarin'],['gagarin'],['gagarin']
gagwrit,['gagwriters'],['gagwrit'],['gagwrit']
gain,['gain'],['gain'],['gain']
gal,['galls'],['gall'],['gall']
galapago,['galapagos'],['galapago'],['galapago']
gallery,['gallery'],['galleri'],['galleri']
gallet,['gallet'],['gallet'],['gallet']
gallivantin,['gallivantin'],['gallivantin'],['gallivantin']
gallon,"['gallonage', 'gallon']","['gallonag', 'gallon']","['gallonag', 'gallon']"
galv,['galvanizing'],['galvan'],['galvan']
gantry,['gantry'],['gantri'],['gantri']
gap,['gap'],['gap'],['gap']
gar,['garment'],['garment'],['garment']
garnet,"['garnet', 'garnett']","['garnet', 'garnett']","['garnet', 'garnett']"
garr,['garrulous'],['garrul'],['garrul']
garrison,['garrisonian'],['garrisonian'],['garrisonian']
garry,['garry'],['garri'],['garri']
garstung,['garstung'],['garstung'],['garstung']
gash,['gash'],['gash'],['gash']
gasket,['gaskets'],['gasket'],['gasket']
gass,['gassed'],['gass'],['gass']
gath,['gathered'],['gather'],['gather']
gauguin,['gauguin'],['gauguin'],['gauguin']
gauntlet,['gauntlet'],['gauntlet'],['gauntlet']
gauntley,['gauntley'],['gauntley'],['gauntley']
gawky,['gawky'],['gawki'],['gawki']
gaz,['gazes'],['gaze'],['gaze']
gehrig,['gehrig'],['gehrig'],['gehrig']
gemeinschaft,['gemeinschaft'],['gemeinschaft'],['gemeinschaft']
gen,"['generate', 'general', 'generations']","['gener', 'gener', 'gener']","['generat', 'general', 'generat']"
genealog,['genealogies'],['genealog'],['genealog']
genet,['genetic'],['genet'],['genet']
genr,['genres'],['genr'],['genr']
gentl,"['gentler', 'gentleness']","['gentler', 'gentl']","['gentler', 'gentl']"
geodet,['geodetic'],['geodet'],['geodet']
geolog,['geological'],['geolog'],['geolog']
georgetown,['georgetown'],['georgetown'],['georgetown']
germ,['germanic'],['german'],['german']
german,['germanium'],['germanium'],['germanium']
germin,['germinate'],['germin'],['germin']
gesualdo,['gesualdo'],['gesualdo'],['gesualdo']
getaway,['getaway'],['getaway'],['getaway']
geys,['geysers'],['geyser'],['geyser']
gho,['ghouls'],['ghoul'],['ghoul']
gibby,['gibby'],['gibbi'],['gibbi']
gil,['gil'],['gil'],['gil']
gilda,['gildas'],['gilda'],['gilda']
gingham,['gingham'],['gingham'],['gingham']
gir,"['girlie', 'girth']","['girli', 'girth']","['girli', 'girth']"
gis,['gisors'],['gisor'],['gisor']
git,['git'],['git'],['git']
giv,"['giving', 'giver']","['give', 'giver']","['give', 'giver']"
giveaway,['giveaways'],['giveaway'],['giveaway']
gladdy,['gladdy'],['gladdi'],['gladdi']
glady,['gladiator'],['gladiat'],['gladiat']
gland,['glanders'],['glander'],['glander']
glant,['glanced'],['glanc'],['glanc']
glar,['glared'],['glare'],['glare']
glassy,['glassy'],['glassi'],['glassi']
glib,['glib'],['glib'],['glib']
glid,['gliders'],['glider'],['glider']
glint,['glint'],['glint'],['glint']
glist,['glisten'],['glisten'],['glisten']
glomerul,['glomerular'],['glomerular'],['glomerular']
gloom,['gloomily'],['gloomili'],['gloomili']
glor,['glorification'],['glorif'],['glorif']
glossy,['glossy'],['glossi'],['glossi']
glottochronolog,['glottochronology'],['glottochronolog'],['glottochronolog']
glow,['glowered'],['glower'],['glower']
glum,['glumly'],['glumli'],['glum']
gnash,['gnashing'],['gnash'],['gnash']
gobbl,['gobblers'],['gobbler'],['gobbler']
gogol,['gogols'],['gogol'],['gogol']
goitrog,['goitrogens'],['goitrogen'],['goitrogen']
goodnight,['goodnight'],['goodnight'],['goodnight']
goody,"['goodies', 'goody']","['goodi', 'goodi']","['goodi', 'goodi']"
gooshey,['gooshey'],['gooshey'],['gooshey']
gossip,['gossiping'],['gossip'],['gossip']
goth,['gothic'],['gothic'],['gothic']
gourmet,['gourmet'],['gourmet'],['gourmet']
govern,['government'],['govern'],['govern']
grab,['grab'],['grab'],['grab']
grac,['graced'],['grace'],['grace']
grad,"['graded', 'gradualist']","['grade', 'gradualist']","['grade', 'gradualist']"
gradu,['graduates'],['graduat'],['graduat']
grain,['graining'],['grain'],['grain']
grandad,['grandad'],['grandad'],['grandad']
grandma,['grandmas'],['grandma'],['grandma']
grapevin,['grapevine'],['grapevin'],['grapevin']
grasshop,['grasshoppers'],['grasshopp'],['grasshopp']
grat,['gratification'],['gratif'],['gratif']
gravesend,['gravesend'],['gravesend'],['gravesend']
gray,['graying'],['gray'],['gray']
graz,['grazer'],['grazer'],['grazer']
green,"['greens', 'greenly']","['green', 'greenli']","['green', 'green']"
greenberg,['greenberg'],['greenberg'],['greenberg']
greenest,['greenest'],['greenest'],['greenest']
greet,['greeting'],['greet'],['greet']
greg,"['gregg', 'gregarious']","['gregg', 'gregari']","['gregg', 'gregari']"
grevyl,['grevyles'],['grevyl'],['grevyl']
grey,['greying'],['grey'],['grey']
grimesby,['grimesby'],['grimesbi'],['grimesbi']
grind,['grinding'],['grind'],['grind']
gro,['groat'],['groat'],['groat']
groc,['grocer'],['grocer'],['grocer']
groot,['groot'],['groot'],['groot']
grop,['grope'],['grope'],['grope']
groth,['groths'],['groth'],['groth']
grotto,['grottoes'],['grotto'],['grotto']
group,['grouped'],['group'],['group']
grov,"['groves', 'grovers']","['grove', 'grover']","['grove', 'grover']"
grudg,['grudge'],['grudg'],['grudg']
grunnfeu,['grunnfeu'],['grunnfeu'],['grunnfeu']
guar,"['guar', 'guarantees']","['guar', 'guarante']","['guar', 'guarante']"
guard,['guardedness'],['guarded'],['guarded']
guid,['guided'],['guid'],['guid']
guidebook,['guidebook'],['guidebook'],['guidebook']
guil,['guilty'],['guilti'],['guilti']
guiltless,['guiltless'],['guiltless'],['guiltless']
gul,"['gull', 'gullivers']","['gull', 'gulliv']","['gull', 'gulliv']"
gun,['gunning'],['gun'],['gun']
gunfight,"['gunfighter', 'gunfights']","['gunfight', 'gunfight']","['gunfight', 'gunfight']"
gunsl,['gunslinger'],['gunsling'],['gunsling']
gyps,['gypsum'],['gypsum'],['gypsum']
haaek,['haaek'],['haaek'],['haaek']
hab,['habe'],['habe'],['habe']
hackstaff,['hackstaff'],['hackstaff'],['hackstaff']
haddock,['haddock'],['haddock'],['haddock']
haec,['haec'],['haec'],['haec']
haesty,['haestier'],['haestier'],['haestier']
haggl,"['haggle', 'haggling']","['haggl', 'haggl']","['haggl', 'haggl']"
haijac,['haijac'],['haijac'],['haijac']
hair,['hair'],['hair'],['hair']
halfback,['halfbacks'],['halfback'],['halfback']
halfway,['halfways'],['halfway'],['halfway']
hallelujah,['hallelujah'],['hallelujah'],['hallelujah']
hallow,['hallowed'],['hallow'],['hallow']
halm,['halma'],['halma'],['halma']
halo,['halos'],['halo'],['halo']
halt,['halter'],['halter'],['halter']
ham,['hamming'],['ham'],['ham']
hammarskjold,['hammarskjold'],['hammarskjold'],['hammarskjold']
handleb,['handlebars'],['handlebar'],['handlebar']
handwrit,['handwriting'],['handwrit'],['handwrit']
handy,['handy'],['handi'],['handi']
haney,['haneys'],['haney'],['haney']
hangov,['hangover'],['hangov'],['hangov']
hapgood,['hapgood'],['hapgood'],['hapgood']
happy,['happier'],['happier'],['happier']
har,['harness'],['har'],['har']
harass,['harass'],['harass'],['harass']
harburg,['harburg'],['harburg'],['harburg']
hard,"['harding', 'hardees']","['hard', 'harde']","['hard', 'harde']"
harriss,['harriss'],['harriss'],['harriss']
haskel,['haskell'],['haskel'],['haskel']
hasnt,['hasnt'],['hasnt'],['hasnt']
hast,['hastening'],['hasten'],['hasten']
haughty,['haughty'],['haughti'],['haughti']
haul,['hauled'],['haul'],['haul']
haunt,['haunt'],['haunt'],['haunt']
hav,['havent'],['havent'],['havent']
haw,['haw'],['haw'],['haw']
hawai,['hawaii'],['hawaii'],['hawaii']
hawksley,['hawksley'],['hawksley'],['hawksley']
haydn,['haydn'],['haydn'],['haydn']
headlin,['headlining'],['headlin'],['headlin']
hear,['hearings'],['hear'],['hear']
heartless,['heartless'],['heartless'],['heartless']
heat,['heat'],['heat'],['heat']
hecatomb,['hecatomb'],['hecatomb'],['hecatomb']
hedd,['hedda'],['hedda'],['hedda']
hedg,['hedged'],['hedg'],['hedg']
heel,['heelers'],['heeler'],['heeler']
heen,['heenan'],['heenan'],['heenan']
heffern,['heffernan'],['heffernan'],['heffernan']
heft,['hefted'],['heft'],['heft']
hegemony,['hegemony'],['hegemoni'],['hegemoni']
height,['heightening'],['heighten'],['heighten']
heir,['heir'],['heir'],['heir']
hel,['helium'],['helium'],['helium']
heliopol,['heliopolis'],['heliopoli'],['heliopoli']
hellfir,['hellfire'],['hellfir'],['hellfir']
hem,['hemmed'],['hem'],['hem']
hemolys,['hemolytic'],['hemolyt'],['hemolyt']
hereaft,['hereafter'],['hereaft'],['hereaft']
herein,['herein'],['herein'],['herein']
herewi,['herewith'],['herewith'],['herewith']
herford,['herford'],['herford'],['herford']
hermeneut,['hermeneutics'],['hermeneut'],['hermeneut']
herrin,['herrin'],['herrin'],['herrin']
hesit,['hesitant'],['hesit'],['hesit']
hexamet,['hexameter'],['hexamet'],['hexamet']
hibern,['hibernate'],['hibern'],['hibern']
hid,"['hid', 'hidden', 'hides', 'hideous']","['hid', 'hidden', 'hide', 'hideou']","['hid', 'hidden', 'hide', 'hideous']"
high,['highs'],['high'],['high']
highboy,['highboy'],['highboy'],['highboy']
hik,['hike'],['hike'],['hike']
hillm,['hillman'],['hillman'],['hillman']
himml,['himmler'],['himmler'],['himmler']
hindmost,['hindmost'],['hindmost'],['hindmost']
hino,['hino'],['hino'],['hino']
hippodrom,['hippodrome'],['hippodrom'],['hippodrom']
hir,"['hiring', 'hires']","['hire', 'hire']","['hire', 'hire']"
hist,['histrionics'],['histrion'],['histrion']
hit,['hitter'],['hitter'],['hitter']
hith,['hither'],['hither'],['hither']
hiv,['hive'],['hive'],['hive']
hoag,['hoags'],['hoag'],['hoag']
hock,['hocks'],['hock'],['hock']
hoev,['hoeve'],['hoev'],['hoev']
hoff,"['hoffa', 'hoffer']","['hoffa', 'hoffer']","['hoffa', 'hoffer']"
hog,['hog'],['hog'],['hog']
hoi,['hoi'],['hoi'],['hoi']
hol,"['holed', 'holes']","['hole', 'hole']","['hole', 'hole']"
holland,['hollander'],['holland'],['holland']
holt,['holt'],['holt'],['holt']
hom,['homes'],['home'],['home']
homebuild,['homebuilders'],['homebuild'],['homebuild']
homestead,['homesteaders'],['homestead'],['homestead']
homog,['homogenization'],['homogen'],['homogen']
hon,"['honored', 'hon', 'honorary']","['honor', 'hon', 'honorari']","['honor', 'hon', 'honorari']"
hook,['hookers'],['hooker'],['hooker']
hopeless,['hopelessly'],['hopelessli'],['hopeless']
hopkins,['hopkinsian'],['hopkinsian'],['hopkinsian']
hoppl,['hoppled'],['hoppl'],['hoppl']
hord,['hordes'],['hord'],['hord']
horizont,['horizontal'],['horizont'],['horizont']
horn,"['horned', 'hornes', 'horns']","['horn', 'horn', 'horn']","['horn', 'horn', 'horn']"
horr,['horrifying'],['horrifi'],['horrifi']
hors,['horse'],['hors'],['hors']
horseback,['horseback'],['horseback'],['horseback']
hoss,['hosses'],['hoss'],['hoss']
hot,['hotly'],['hotli'],['hot']
hotrod,['hotrod'],['hotrod'],['hotrod']
hottest,['hottest'],['hottest'],['hottest']
hous,['housed'],['hous'],['hous']
housebrok,['housebroken'],['housebroken'],['housebroken']
housew,['housewife'],['housewif'],['housewif']
housm,['housman'],['housman'],['housman']
how,['hows'],['how'],['how']
hoy,['hoy'],['hoy'],['hoy']
hubbub,['hubbub'],['hubbub'],['hubbub']
huby,['hubies'],['hubi'],['hubi']
huey,['huey'],['huey'],['huey']
hulk,['hulks'],['hulk'],['hulk']
hum,"['humes', 'humorists']","['hume', 'humorist']","['hume', 'humorist']"
humbl,['humble'],['humbl'],['humbl']
humo,['humour'],['humour'],['humour']
hunch,['hunches'],['hunch'],['hunch']
hundred,['hundredth'],['hundredth'],['hundredth']
hung,"['hung', 'hunger']","['hung', 'hunger']","['hung', 'hunger']"
hunk,['hunkerish'],['hunkerish'],['hunkerish']
husky,"['huskiness', 'husky']","['huski', 'huski']","['huski', 'huski']"
huzzah,['huzzahs'],['huzzah'],['huzzah']
hyalin,['hyaline'],['hyalin'],['hyalin']
hydrid,['hydrides'],['hydrid'],['hydrid']
hydrochem,['hydrochemistry'],['hydrochemistri'],['hydrochemistri']
hypoact,['hypoactive'],['hypoact'],['hypoact']
hypocrit,['hypocritical'],['hypocrit'],['hypocrit']
hypothalam,['hypothalamic'],['hypothalam'],['hypothalam']
hypothes,['hypothesized'],['hypothes'],['hypothes']
id,['id'],['id'],['id']
idea,['ideas'],['idea'],['idea']
ident,['identifies'],['identifi'],['identifi']
idol,['idol'],['idol'],['idol']
ie,['ie'],['ie'],['ie']
ierull,['ierulli'],['ierulli'],['ierulli']
ignazio,['ignazio'],['ignazio'],['ignazio']
il,"['ille', 'illness']","['ill', 'ill']","['ill', 'ill']"
ile,['ileum'],['ileum'],['ileum']
illumin,['illumines'],['illumin'],['illumin']
im,['im'],['im'],['im']
imagin,"['imagine', 'imaginings', 'imaginations']","['imagin', 'imagin', 'imagin']","['imagin', 'imagin', 'imagin']"
imbecil,['imbecile'],['imbecil'],['imbecil']
imit,['imitating'],['imit'],['imit']
immens,['immensely'],['immens'],['immens']
immin,['imminence'],['immin'],['immin']
immort,['immortality'],['immort'],['immort']
imp,['imperishable'],['imperish'],['imperish']
impact,['impact'],['impact'],['impact']
impair,['impaired'],['impair'],['impair']
impercept,['imperceptible'],['impercept'],['impercept']
imperfect,['imperfections'],['imperfect'],['imperfect']
impl,['implant'],['implant'],['implant']
impond,['imponderable'],['imponder'],['imponder']
impos,['imposing'],['impos'],['impos']
improb,"['improbable', 'improbably']","['improb', 'improb']","['improb', 'improb']"
improv,"['improved', 'improvises', 'improvement']","['improv', 'improvis', 'improv']","['improv', 'improvis', 'improv']"
imput,['imputation'],['imput'],['imput']
in,"['initiated', 'initiating', 'ins']","['initi', 'initi', 'in']","['initi', 'initi', 'in']"
inacc,"['inaccuracies', 'inaccuracy']","['inaccuraci', 'inaccuraci']","['inaccuraci', 'inaccuraci']"
inaud,['inaudible'],['inaud'],['inaud']
inaug,['inaugurating'],['inaugur'],['inaugur']
inboard,['inboards'],['inboard'],['inboard']
incapac,['incapacity'],['incapac'],['incapac']
incid,['incidents'],['incid'],['incid']
incipy,"['incipience', 'incipient']","['incipi', 'incipi']","['incipi', 'incipi']"
incit,['incited'],['incit'],['incit']
includ,"['inclusive', 'inclusiveness']","['inclus', 'inclus']","['inclus', 'inclus']"
incongru,['incongruous'],['incongru'],['incongru']
inconveny,['inconveniently'],['inconveni'],['inconveni']
incorp,"['incorporated', 'incorporate']","['incorpor', 'incorpor']","['incorpor', 'incorpor']"
incr,['incremental'],['increment'],['increment']
incub,"['incubating', 'incubation']","['incub', 'incub']","['incub', 'incub']"
ind,"['indicated', 'ind', 'indices', 'indians']","['indic', 'ind', 'indic', 'indian']","['indic', 'ind', 'indic', 'indian']"
indefin,['indefinity'],['indefin'],['indefin']
indefinit,"['indefinite', 'indefinitely']","['indefinit', 'indefinit']","['indefinit', 'indefinit']"
indel,['indelicate'],['indel'],['indel']
independ,['independence'],['independ'],['independ']
index,"['indexing', 'index']","['index', 'index']","['index', 'index']"
indistinct,['indistinct'],['indistinct'],['indistinct']
indo,['indoor'],['indoor'],['indoor']
